grant_id,award_num,full_name,is_contact_pi,rank_order
1007313,0739229,Margaret Martonosi,False,3
1007313,0739229,Erik C Russell,False,4
1007313,0739229,Andrew Bernat,False,5
651874,0925708,Swastik Kar,True,0
651874,0925708,Saroj Nayak,False,1
651874,0925708,Morris A Washington,False,2
651877,0901179,Maxim Braverman,True,0
651999,0946463,David Kaeli,True,0
651999,0946463,Badrinath Roysam,False,1
651999,0946463,William C Karl,False,2
651999,0946463,Gregory C Sharp,False,3
651999,0946463,Nayda G Santiago,False,4
651999,0946463,Homer Pien,False,5
652305,0901439,Bradley Lehman,True,0
652382,0916133,Gene Cooperman,True,0
652630,0843603,Mary Jo Ondrechen,True,0
652630,0843603,Penny J Beuning,False,1
652779,0917569,ming wang,True,0
653886,0855140,Matthias Felleisen,True,0
654027,0909043,David Wise,True,0
654027,0909043,Moira Zellner,False,1
654716,0918033,Scott Valcourt,True,0
654845,0948819,Peter Furth,True,0
655641,0921139,David DeSteno,True,0
656280,0925566,Yung Joon Jung,True,0
656392,0937196,ming wang,True,0
656517,0949108,David Lazer,True,0
656773,0931871,Timothy Bretl,True,0
656773,0931871,Seth Hutchinson,False,1
657166,0850635,Kenneth Mopper,True,0
657166,0850635,Aron Stubbins,False,1
657392,0909854,Richard Melloni,True,0
657392,0909854,Maria C Carrillo,False,1
657816,0900339,James Benneyan,True,0
657820,0704067,Pran Nath,True,0
657920,0958927,Guevara Noubir,True,0
658397,0928279,Ralph Grubbs,True,0
658435,0925808,Vincent Harris,True,0
658435,0925808,Carmine Vittoria,False,1
658593,0926581,Brian Helmuth,True,0
658593,0926581,Jijun Tang,False,1
658893,0924241,Timmons Roberts,True,0
659000,0854792,Valerio Toledano Laredo,True,0
659010,0906608,Laura Lewis,True,0
659010,0906608,Don Heiman,False,1
659010,0906608,Latika Menon,False,2
659115,0925285,Latika Menon,True,0
659314,0853685,Stanley Sandler,True,0
659314,0853685,Steven R Lustig,False,1
659561,0915527,Rupal Patel,True,0
659562,0914808,Deniz Erdogmus,True,0
659562,0914808,Rupal Patel,False,1
659563,0915624,Keith Edwards,True,0
659563,0915624,Christopher A Le Dantec,False,1
659716,0927088,Yung Joon Jung,True,0
659759,0907007,Don Heiman,True,0
659759,0907007,Latika Menon,False,1
659943,0915054,Dan Suciu,True,0
659943,0915054,Magdalena Balazinska,False,1
659943,0915054,Wolfgang Gatterbauer,False,2
659955,0915910,Jennifer Dy,True,0
660185,0901394,Carol Livermore,True,0
660185,0901394,George Barbastathis,False,1
660375,0901442,Rifat Sipahi,True,0
660388,0901298,Harm Derksen,True,0
660485,0849804,Ibrahim Zeid,True,0
660485,0849804,Mohamad Metghalchi,False,1
660485,0849804,Claire J Duggan,False,2
660796,0908767,Laura Lewis,True,0
660796,0908767,Don Heiman,False,1
661243,0923403,Hongwei Sun,True,0
661243,0923403,Carol Barry,False,1
661243,0923403,Zhiyong Gu,False,2
661243,0923403,Xingwei Wang,False,3
661243,0923403,Byungki Kim,False,4
661262,0922712,Yvonne Gindt,True,0
661262,0922712,H. David Husic,False,1
661262,0922712,William H Miles,False,2
661262,0922712,Jennifer L Rutherford,False,3
661421,0923313,Wayne Burleson,True,0
661421,0923313,Deepak K Ganesan,False,1
661421,0923313,Kevin Fu,False,2
661421,0923313,Yanlei Diao,False,3
661421,0923313,Charles Ross,False,4
661421,0923313,Wayne P Burleson,False,5
661555,0909990,Agnes Chan,True,0
661555,0909990,David R Kaeli,False,1
661555,0909990,Riccardo Pucella,False,2
661713,0905266,Cristina Nita-Rotaru,True,0
661747,0915985,Guevara Noubir,True,0
661747,0915985,Rajmohan Rajaraman,False,1
661756,0916877,Edmund Yeh,True,0
661990,0906489,Mingzhong Wu,True,0
661990,0906489,Lincoln D Carr,False,1
662005,0901443,Peter Topalov,True,0
662072,0832785,Ahmed Busnaina,True,0
662072,0832785,Nicol E McGruer,False,1
662072,0832785,Glen P Miller,False,2
662072,0832785,Carol Barry,False,3
662072,0832785,Joey L Mead,False,4
662787,0928587,Richard Porter,True,0
663346,0851989,Carol Barry,True,0
663346,0851989,Jacqueline A Isaacs,False,1
663347,0754996,Kristen Billiar,True,0
663347,0754996,Marsha W Rolle,False,1
663599,0901433,Mario Sznaier,True,0
663599,0901433,Octavia I Camps,False,1
664155,0917750,M. K. Yegian,True,0
664155,0917750,Akram N Alshawabkeh,False,1
664588,0833636,Ibrahim Zeid,True,0
664588,0833636,Ahmed A Busnaina,False,1
664588,0833636,Claire J Duggan,False,2
664588,0833636,Sagar V Kamarthi,False,3
664588,0833636,Jacqueline A Isaacs,False,4
664900,0834022,Pran Nath,True,0
664905,0856675,Egon Schulte,True,0
665045,0915655,Cristina Nita-Rotaru,True,0
665264,0848345,Steven Vollmer,True,0
665826,0855292,Hai-Ping Cheng,True,0
945580,0956532,Sagar Kamarthi,True,0
945580,0956532,Ibrahim Zeid,False,1
947572,0920869,Mirek Riedewald,True,0
947821,0853437,Brian Helmuth,True,0
947821,0853437,David S Wethey,False,1
947821,0853437,Carol A Blanchette,False,2
947821,0853437,Sean P Place,False,3
1006092,0933223,Ning Wang,True,0
1006092,0933223,Ning Wang,False,1
1007650,0901185,Gordana Todorov,True,0
