grant_id,project_num,core_project_num,profile_id,full_name,is_contact_pi,org_name,is_neu_org,rank_order
1097723,1U54CA151881-01,U54CA151881,1881249,Vladimir P Torchilin,True,NORTHEASTERN UNIVERSITY,True,0
1099024,1U54CA151881-01,U54CA151881,1966327,Mansoor M. Amiji,True,NORTHEASTERN UNIVERSITY,True,0
1099663,2U54CA113007-06,U54CA113007,1880416,Vito  Quaranta,True,VANDERBILT UNIVERSITY,False,0
1100471,1U54CA151881-01,U54CA151881,1893351,CRAIG F FERRIS,True,NORTHEASTERN UNIVERSITY,True,0
1105539,1U54CA151881-01,U54CA151881,1966327,Mansoor M. Amiji,True,NORTHEASTERN UNIVERSITY,True,0
1105643,1P42ES017198-01A1,P42ES017198,1872760,ROGER Wallace GIESE,True,NORTHEASTERN UNIVERSITY,True,0
1105938,1U54CA151881-01,U54CA151881,7949694,SRINIVAS  SRIDHAR,True,NORTHEASTERN UNIVERSITY,True,0
1107039,1U19AI091693-01,U19AI091693,2063224,Michail  Sitkovsky,True,DANA-FARBER CANCER INST,False,0
1108195,1P42ES017198-01A1,P42ES017198,9338949,Akram N Alshawabkeh,True,NORTHEASTERN UNIVERSITY,True,0
1111838,2U54CA113007-06,U54CA113007,1880416,Vito  Quaranta,True,VANDERBILT UNIVERSITY,False,0
1112453,2U54CA113007-06,U54CA113007,1880416,Vito  Quaranta,True,VANDERBILT UNIVERSITY,False,0
1199032,5P41RR000862-37,P41RR000862,1867929,Diomedes E. Logothetis,True,ROCKEFELLER UNIVERSITY,False,0
1208071,5P41RR008630-15,P41RR008630,1932843,LEE  MAKOWSKI,True,ILLINOIS INSTITUTE OF TECHNOLOGY,False,0
1224937,5P41RR008630-15,P41RR008630,1932843,LEE  MAKOWSKI,True,ILLINOIS INSTITUTE OF TECHNOLOGY,False,0
1235783,5P41RR008630-15,P41RR008630,1932843,LEE  MAKOWSKI,True,ILLINOIS INSTITUTE OF TECHNOLOGY,False,0
747503,1R03HD064787-01A1,R03HD064787,7258819,RUPAL  PATEL,True,NORTHEASTERN UNIVERSITY,True,0
747505,1R01AG036682-01A1,R01AG036682,1889467,ARTHUR F. KRAMER,True,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,False,0
747556,1R01GM097320-01,R01GM097320,1872198,Daniel G. Remick,True,BOSTON UNIVERSITY MEDICAL CAMPUS,False,0
747556,1R01GM097320-01,R01GM097320,2063224,Michail  Sitkovsky,False,BOSTON UNIVERSITY MEDICAL CAMPUS,False,1
747756,1F32HL110651-01,F32HL110651,10760262,Rouzbeh  Amini,True,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,False,0
748165,1R13HG006079-01A1,R13HG006079,8702983,Predrag  Radivojac,True,TRUSTEES OF INDIANA UNIVERSITY,False,0
748569,1R01HL105239-01,R01HL105239,2101820,MOHSIN Saleet JAFRI,False,UNIVERSITY OF MARYLAND BALTIMORE,False,0
748569,1R01HL105239-01,R01HL105239,8400207,William Jonathan Lederer,True,UNIVERSITY OF MARYLAND BALTIMORE,False,1
748569,1R01HL105239-01,R01HL105239,1865780,RAIMOND Lester WINSLOW,False,UNIVERSITY OF MARYLAND BALTIMORE,False,2
750370,7R01GM097118-05,R01GM097118,8660324,Roman  Manetsch,True,NORTHEASTERN UNIVERSITY,True,0
751598,1K99DA029635-01A1,K99DA029635,9113546,CAMRON D BRYANT,True,UNIVERSITY OF CHICAGO,False,0
752876,1R01CA158881-01,R01CA158881,1966327,Mansoor M. Amiji,False,"NEMUCORE MEDICAL INNOVATIONS, INC.",False,0
752876,1R01CA158881-01,R01CA158881,1939293,DENISE C CONNOLLY,False,"NEMUCORE MEDICAL INNOVATIONS, INC.",False,1
752876,1R01CA158881-01,R01CA158881,9928516,Timothy P Coleman,True,"NEMUCORE MEDICAL INNOVATIONS, INC.",False,2
752993,1R21EY021312-01,R21EY021312,8456349,Rebecca L Carrier,True,NORTHEASTERN UNIVERSITY,True,0
753233,1F32AR061238-01,F32AR061238,8083867,Christopher James Hasson,True,NORTHEASTERN UNIVERSITY,True,0
756317,1R21HL108187-01,R21HL108187,9482647,Jane Steele Saczynski,True,UNIV OF MASSACHUSETTS MED SCH WORCESTER,False,0
756550,1R01HL105216-01,R01HL105216,1862927,Brian  O'Rourke,False,JOHNS HOPKINS UNIVERSITY,False,0
756550,1R01HL105216-01,R01HL105216,1974428,NATALIA A. TRAYANOVA,False,JOHNS HOPKINS UNIVERSITY,False,1
756550,1R01HL105216-01,R01HL105216,1865780,RAIMOND Lester WINSLOW,True,JOHNS HOPKINS UNIVERSITY,False,2
756835,1R01CA158219-01,R01CA158219,7854251,TIMOTHY W. BICKMORE,False,BOSTON MEDICAL CENTER,False,0
756835,1R01CA158219-01,R01CA158219,8641729,Michael  Paasche-Orlow,True,BOSTON MEDICAL CENTER,False,1
759282,1R01HL103727-01A1,R01HL103727,1865780,RAIMOND Lester WINSLOW,True,JOHNS HOPKINS UNIVERSITY,False,0
759399,1R01GM100473-01,R01GM100473,8346526,Eduardo  Sontag,True,"RUTGERS, THE STATE UNIV OF N.J.",False,0
772763,7R03HS020931-03,R03HS020931,6832200,TIMOTHY J HOFF,True,NORTHEASTERN UNIVERSITY,True,0
934039,1R01AI090662-01,R01AI090662,6620313,Rodney Kiplin Guy,False,MEDICINES FOR MALARIA VENTURE,False,0
934039,1R01AI090662-01,R01AI090662,2060871,SPENCER A KNAPP,False,MEDICINES FOR MALARIA VENTURE,False,1
934039,1R01AI090662-01,R01AI090662,7353927,DENNIS E KYLE,False,MEDICINES FOR MALARIA VENTURE,False,2
934039,1R01AI090662-01,R01AI090662,8660324,Roman  Manetsch,False,MEDICINES FOR MALARIA VENTURE,False,3
934039,1R01AI090662-01,R01AI090662,10947135,David  Waterson,True,MEDICINES FOR MALARIA VENTURE,False,4
1109959,5P41RR008630-16,P41RR008630,1932843,LEE  MAKOWSKI,True,ILLINOIS INSTITUTE OF TECHNOLOGY,False,0
1112588,5P41RR000862-38,P41RR000862,1867929,Diomedes E. Logothetis,True,ROCKEFELLER UNIVERSITY,False,0
848719,1R21DA032020-01A1,R21DA032020,9525534,Jason Jianxin Guo,True,NORTHEASTERN UNIVERSITY,True,0
848889,7K01HG006441-02,K01HG006441,10757551,Laura  Senier,True,NORTHEASTERN UNIVERSITY,True,0
849596,9R01GM103725-04,R01GM103725,8702983,Predrag  Radivojac,True,TRUSTEES OF INDIANA UNIVERSITY,False,0
849982,1R01NR013500-01A1,R01NR013500,3093898,MARIAN Stewart BARTLETT,False,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",False,0
849982,1R01NR013500-01A1,R01NR013500,11310357,Kenneth Denton Craig,False,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",False,1
849982,1R01NR013500-01A1,R01NR013500,2050019,Jeannie S Huang,True,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",False,2
849982,1R01NR013500-01A1,R01NR013500,9902926,Rana  el Kaliouby,False,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",False,3
850519,1R01HD069381-01A1,R01HD069381,6062879,CHARLES H HILLMAN,False,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,False,0
850519,1R01HD069381-01A1,R01HD069381,1889467,ARTHUR F. KRAMER,True,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,False,1
850766,1R01GM101135-01A1,R01GM101135,6277680,JOHN R ENGEN,True,NORTHEASTERN UNIVERSITY,True,0
851634,1R01GM098117-01A1,R01GM098117,8456349,Rebecca L Carrier,True,NORTHEASTERN UNIVERSITY,True,0
851635,1R21EB015750-01A1,R21EB015750,8456349,Rebecca L Carrier,True,NORTHEASTERN UNIVERSITY,True,0
853187,8P20GM103480-05,P20GM103480,7688935,TATIANA K BRONICH,True,UNIVERSITY OF NEBRASKA MEDICAL CENTER,False,0
853823,1R21HG006873-01,R21HG006873,6247383,JONAS  KORLACH,False,NORTHEASTERN UNIVERSITY,True,0
853823,1R21HG006873-01,R21HG006873,10207597,Meni  Wanunu,True,NORTHEASTERN UNIVERSITY,True,1
854078,1R01GM101396-01,R01GM101396,2444920,ZHAOHUI SUNNY ZHOU,True,NORTHEASTERN UNIVERSITY,True,0
854849,1R21MH098006-01,R21MH098006,6600278,REBECCA M SHANSKY,True,NORTHEASTERN UNIVERSITY,True,0
855617,1R01MH096707-01,R01MH096707,1890648,Alisa K. Lincoln,True,NORTHEASTERN UNIVERSITY,True,0
855643,1R21CA158917-01A1,R21CA158917,10404679,Amy Shirong Lu,True,NORTHWESTERN UNIVERSITY,False,0
856119,1F32AI098358-01,F32AI098358,10886129,Edward  Geisinger,True,TUFTS UNIVERSITY BOSTON,False,0
856285,1R21HL108018-01A1,R21HL108018,9629087,Genevieve Fridlund Dunton,False,NORTHEASTERN UNIVERSITY,True,0
856285,1R21HL108018-01A1,R21HL108018,7667301,STEPHEN S INTILLE,True,NORTHEASTERN UNIVERSITY,True,1
920766,1R01ES021726-01,R01ES021726,7551861,JULIA Green BRODY,True,SILENT SPRING INSTITUTE,False,0
920766,1R01ES021726-01,R01ES021726,1911156,Philip M. Brown,False,SILENT SPRING INSTITUTE,False,1
920766,1R01ES021726-01,R01ES021726,6093680,LATANYA  SWEENEY,False,SILENT SPRING INSTITUTE,False,2
921263,7R21CA174401-03,R21CA174401,10513357,Tania Tali Konry,True,NORTHEASTERN UNIVERSITY,True,0
925665,7R21HD072280-03,R21HD072280,1894965,Jonathan Lee Tilly,True,NORTHEASTERN UNIVERSITY,True,0
925665,7R21HD072280-03,R21HD072280,10376640,Ning  Wang,False,NORTHEASTERN UNIVERSITY,True,1
931046,1R21MH099605-01,R21MH099605,2201948,Lisa Feldman Barrett,True,MASSACHUSETTS GENERAL HOSPITAL,False,0
931721,7R01CA153354-02,R01CA153354,1950357,CHANGYAN  CHEN,True,NORTHEASTERN UNIVERSITY,True,0
1107779,2P01GM078586-06,P01GM078586,10936814,Herbert  Levine,True,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",False,0
917334,1R13GM109242-01,R13GM109242,2102015,GEORGE A O'DOHERTY,True,GORDON RESEARCH CONFERENCES,False,0
921406,7R01HL118245-05,R01HL118245,9706986,Guohao  Dai,True,NORTHEASTERN UNIVERSITY,True,0
923022,1R21AI099745-01A1,R21AI099745,8571552,Slava Simon Epstein,True,NORTHEASTERN UNIVERSITY,True,0
923242,4R00DA029635-03,R00DA029635,9113546,CAMRON D BRYANT,True,BOSTON UNIVERSITY MEDICAL CAMPUS,False,0
924366,1U01CA174706-01,U01CA174706,1880416,Vito  Quaranta,False,VANDERBILT UNIVERSITY,False,0
924366,1U01CA174706-01,U01CA174706,7992898,Thomas E Yankeelov,True,VANDERBILT UNIVERSITY,False,1
925163,1R01EY023582-01,R01EY023582,8539970,Aaron R Seitz,True,UNIVERSITY OF CALIFORNIA RIVERSIDE,False,0
926884,2R01DA003801-23A1,R01DA003801,6274976,Alexandros  Makriyannis,True,NORTHEASTERN UNIVERSITY,True,0
931362,1R15NR013274-01A1,R15NR013274,9970625,Lichuan  Ye,True,BOSTON COLLEGE,False,0
931992,1R01HL114437-01A1,R01HL114437,6835030,MARIO C. DENG,False,UNIVERSITY OF CALIFORNIA LOS ANGELES,False,0
931992,1R01HL114437-01A1,R01HL114437,7792457,ALAIN S KARMA,False,UNIVERSITY OF CALIFORNIA LOS ANGELES,False,1
931992,1R01HL114437-01A1,R01HL114437,1891176,Aldons Jake Lusis,False,UNIVERSITY OF CALIFORNIA LOS ANGELES,False,2
931992,1R01HL114437-01A1,R01HL114437,1880855,Yibin  Wang,False,UNIVERSITY OF CALIFORNIA LOS ANGELES,False,3
931992,1R01HL114437-01A1,R01HL114437,1862918,James N Weiss,True,UNIVERSITY OF CALIFORNIA LOS ANGELES,False,4
932086,1R21MH097182-01A1,R21MH097182,8925462,Heather C Brenhouse,True,NORTHEASTERN UNIVERSITY,True,0
932315,1R03AA022232-01,R03AA022232,7261471,Robert F. Leeman,True,YALE UNIVERSITY,False,0
934147,1R01HL116448-01A1,R01HL116448,7854251,TIMOTHY W. BICKMORE,False,STANFORD UNIVERSITY,False,0
934147,1R01HL116448-01A1,R01HL116448,1869137,ABBY C KING,True,STANFORD UNIVERSITY,False,1
981927,1R21DC013095-01A1,R21DC013095,7258819,RUPAL  PATEL,True,NORTHEASTERN UNIVERSITY,True,0
1090545,2P20GM103480-06,P20GM103480,7688935,TATIANA K BRONICH,True,UNIVERSITY OF NEBRASKA MEDICAL CENTER,False,0
1095961,2P20GM103480-06,P20GM103480,7688935,TATIANA K BRONICH,True,UNIVERSITY OF NEBRASKA MEDICAL CENTER,False,0
952103,1R01MH105524-01,R01MH105524,7852260,LILIA M IAKOUCHEVA,True,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",False,0
952103,1R01MH105524-01,R01MH105524,8702983,Predrag  Radivojac,False,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",False,1
952433,1R01EY024717-01,R01EY024717,9632867,Ganesh A Thakur,True,NORTHEASTERN UNIVERSITY,True,0
954219,4R33DA032020-03,R33DA032020,9525534,Jason Jianxin Guo,True,NORTHEASTERN UNIVERSITY,True,0
954799,1R13HG007807-01,R13HG007807,8702983,Predrag  Radivojac,True,TRUSTEES OF INDIANA UNIVERSITY,False,0
956330,1R25CA174650-01A1,R25CA174650,7949694,SRINIVAS  SRIDHAR,True,NORTHEASTERN UNIVERSITY,True,0
958149,1F31DC013925-01,F31DC013925,11866568,Kristen M. Allison,True,UNIVERSITY OF WISCONSIN-MADISON,False,0
962706,1R01AI110578-01,R01AI110578,7736154,Richard E. Lee,True,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,False,0
962706,1R01AI110578-01,R01AI110578,2419436,Kim  Lewis,False,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,False,1
964009,1R21HD076164-01A1,R21HD076164,2201948,Lisa Feldman Barrett,True,MASSACHUSETTS GENERAL HOSPITAL,False,0
966721,1K99HL122513-01A1,K99HL122513,10529584,Harikrishnan  Parameswaran,True,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),False,0
966748,1R21MH103718-01A1,R21MH103718,10312927,ANNA Waclawa SROMEK,True,MCLEAN HOSPITAL,False,0
970483,1R01AI114685-01,R01AI114685,10430236,Miguel A Navarro,False,NORTHEASTERN UNIVERSITY,True,0
970483,1R01AI114685-01,R01AI114685,1922603,MICHAEL P POLLASTRI,True,NORTHEASTERN UNIVERSITY,True,1
972034,1R01GM110268-01,R01GM110268,8876531,Erin Jean Cram,True,NORTHEASTERN UNIVERSITY,True,0
972366,1R21CA178589-01A1,R21CA178589,1880416,Vito  Quaranta,True,VANDERBILT UNIVERSITY,False,0
973662,1R56AI099476-01A1,R56AI099476,1862180,KOJO A. MENSA-WILMOT,True,UNIVERSITY OF GEORGIA,False,0
973662,1R56AI099476-01A1,R56AI099476,1922603,MICHAEL P POLLASTRI,False,UNIVERSITY OF GEORGIA,False,1
974304,1R03DA038287-01,R03DA038287,9113546,CAMRON D BRYANT,True,BOSTON UNIVERSITY MEDICAL CAMPUS,False,0
977134,1R21CA179286-01A1,R21CA179286,1881249,Vladimir P Torchilin,True,NORTHEASTERN UNIVERSITY,True,0
977158,1R21EB018764-01,R21EB018764,7258819,RUPAL  PATEL,True,NORTHEASTERN UNIVERSITY,True,0
978083,1G13LM012056-01,G13LM012056,8604852,Daniel  Kim,True,NORTHEASTERN UNIVERSITY,True,0
978739,1R21DA037575-01,R21DA037575,8031062,SPIRO  PAVLOPOULOS,True,NORTHEASTERN UNIVERSITY,True,0
978818,1R43GM112403-01,R43GM112403,15126942,Samuel Hue-Kay Chung,True,"PHYSICAL SCIENCES, INC",False,0
980881,7R01NS085122-03,R01NS085122,9105715,Eugene  Tunik,True,NORTHEASTERN UNIVERSITY,True,0
982353,1R01CA186193-01,R01CA186193,1880416,Vito  Quaranta,True,VANDERBILT UNIVERSITY,False,0
982353,1R01CA186193-01,R01CA186193,11163107,Erin C Rericha,False,VANDERBILT UNIVERSITY,False,1
982353,1R01CA186193-01,R01CA186193,7992898,Thomas E Yankeelov,False,VANDERBILT UNIVERSITY,False,2
986642,1R13ES025102-01,R13ES025102,1911156,Philip M. Brown,True,NORTHEASTERN UNIVERSITY,True,0
988741,1R21CA179652-01A1,R21CA179652,1966327,Mansoor M. Amiji,True,NORTHEASTERN UNIVERSITY,True,0
988741,1R21CA179652-01A1,R21CA179652,10469771,Arun  Iyer,False,NORTHEASTERN UNIVERSITY,True,1
989777,1R01HL118455-01A1,R01HL118455,6488637,ALBERT-LASZLO  BARABASI,False,BRIGHAM AND WOMEN'S HOSPITAL,False,0
989777,1R01HL118455-01A1,R01HL118455,1895984,FRANK D. GILLILAND,False,BRIGHAM AND WOMEN'S HOSPITAL,False,1
989777,1R01HL118455-01A1,R01HL118455,7367919,Benjamin Alexander Raby,True,BRIGHAM AND WOMEN'S HOSPITAL,False,2
1089343,1P01HD075750-01A1,P01HD075750,1893351,CRAIG F FERRIS,True,NORTHEASTERN UNIVERSITY,True,0
1093921,2P01DA009158-15A1,P01DA009158,6274976,Alexandros  Makriyannis,True,NORTHEASTERN UNIVERSITY,True,0
1095591,2P01DA009158-15A1,P01DA009158,6274976,Alexandros  Makriyannis,True,NORTHEASTERN UNIVERSITY,True,0
1095790,2P01DA009158-15A1,P01DA009158,10700672,Spyros P Nikas,True,NORTHEASTERN UNIVERSITY,True,0
1095800,3P42ES017198-05S1,P42ES017198,1911156,Philip M. Brown,True,NORTHEASTERN UNIVERSITY,True,0
1096018,2P42ES017198-05,P42ES017198,7008865,DAVID R KAELI,True,NORTHEASTERN UNIVERSITY,True,0
1096332,2P42ES017198-05,P42ES017198,8861454,Thomas Clair Sheahan,True,NORTHEASTERN UNIVERSITY,True,0
1097148,3P42ES017198-05S1,P42ES017198,9338949,Akram N Alshawabkeh,True,NORTHEASTERN UNIVERSITY,True,0
1097701,2P42ES017198-05,P42ES017198,1911156,Philip M. Brown,True,NORTHEASTERN UNIVERSITY,True,0
1106361,3P42ES017198-05S2,P42ES017198,9338949,Akram N Alshawabkeh,True,NORTHEASTERN UNIVERSITY,True,0
1107878,2P42ES017198-05,P42ES017198,1872760,ROGER Wallace GIESE,True,NORTHEASTERN UNIVERSITY,True,0
1110927,1U54GM111274-01,U54GM111274,8900222,Alessandro  Vespignani,True,FRED HUTCHINSON CANCER RESEARCH CENTER,False,0
1113526,1P20NR015320-01,P20NR015320,7033968,Carmen Castaneda Sceppa,True,NORTHEASTERN UNIVERSITY,True,0
1116258,1P01HD075750-01A1,P01HD075750,1893351,CRAIG F FERRIS,True,NORTHEASTERN UNIVERSITY,True,0
1050711,1K01HL125499-01,K01HL125499,10036188,Eno Essien Ebong,True,NORTHEASTERN UNIVERSITY,True,0
1050748,1R01CA199673-01,R01CA199673,8567847,Jennifer G Dy,False,SLOAN-KETTERING INST CAN RESEARCH,False,0
1050748,1R01CA199673-01,R01CA199673,6772572,MILIND  RAJADHYAKSHA,True,SLOAN-KETTERING INST CAN RESEARCH,False,1
1051293,1R01DA039168-01A1,R01DA039168,9113546,CAMRON D BRYANT,True,BOSTON UNIVERSITY MEDICAL CAMPUS,False,0
1051628,1P50ES026049-01,P50ES026049,9338949,Akram N Alshawabkeh,True,NORTHEASTERN UNIVERSITY,True,0
1052078,1R13DA040423-01,R13DA040423,6274976,Alexandros  Makriyannis,True,NORTHEASTERN UNIVERSITY,True,0
1053140,1R01HD080780-01A1,R01HD080780,8537090,Christie Jade Rizzo,True,NORTHEASTERN UNIVERSITY,True,0
1055769,1R21DA038738-01A1,R21DA038738,9113546,CAMRON D BRYANT,True,BOSTON UNIVERSITY MEDICAL CAMPUS,False,0
1056071,7R01GM114365-02,R01GM114365,8876535,Qianqian  Fang,True,NORTHEASTERN UNIVERSITY,True,0
1057749,4R00AG042026-03,R00AG042026,10310637,Mohammad Abbas Yaseen,True,MASSACHUSETTS GENERAL HOSPITAL,False,0
1060286,1R13HL127994-01,R13HL127994,6194541,Marsha W ROLLE,False,NORTH AMERICAN VASCULAR BIOLOGY ORG,False,0
1060286,1R13HL127994-01,R13HL127994,1887665,Martin A Schwartz,True,NORTH AMERICAN VASCULAR BIOLOGY ORG,False,1
1061334,1K22CA181611-01A1,K22CA181611,9757056,Bryan Quilty Spring,True,NORTHEASTERN UNIVERSITY,True,0
1062006,1R01DA039073-01A1,R01DA039073,9632632,LEO  BELETSKY,False,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",False,0
1062006,1R01DA039073-01A1,R01DA039073,3104126,Steffanie A Strathdee,True,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",False,1
1062168,1R01HD087089-01,R01HD087089,7618869,Dagmar  Sternad,True,NORTHEASTERN UNIVERSITY,True,0
1063225,1R25ES025496-01,R25ES025496,9338949,Akram N Alshawabkeh,True,NORTHEASTERN UNIVERSITY,True,0
1063225,1R25ES025496-01,R25ES025496,7867098,Helen  Suh,False,NORTHEASTERN UNIVERSITY,True,1
1063775,1R21AG049239-01A1,R21AG049239,9352573,Chad Eric Darling,True,UNIV OF MASSACHUSETTS MED SCH WORCESTER,False,0
1063775,1R21AG049239-01A1,R21AG049239,9482647,Jane Steele Saczynski,False,UNIV OF MASSACHUSETTS MED SCH WORCESTER,False,1
1063838,7R01LM012086-02,R01LM012086,12144449,Randolph  Bias,False,NORTHEASTERN UNIVERSITY,True,0
1063838,7R01LM012086-02,R01LM012086,12277526,Iain  Marshall,False,NORTHEASTERN UNIVERSITY,True,1
1063838,7R01LM012086-02,R01LM012086,9743241,Thomas  Trikalinos,False,NORTHEASTERN UNIVERSITY,True,2
1063838,7R01LM012086-02,R01LM012086,11475008,BYRON CASEY WALLACE,True,NORTHEASTERN UNIVERSITY,True,3
1064119,1R01NS091421-01A1,R01NS091421,7598941,ARMEN  STEPANYANTS,True,NORTHEASTERN UNIVERSITY,True,0
1064928,1U01CA198910-01,U01CA198910,7688935,TATIANA K BRONICH,False,UNIV OF NORTH CAROLINA CHAPEL HILL,False,0
1064928,1U01CA198910-01,U01CA198910,1878357,ALEXANDER V KABANOV,True,UNIV OF NORTH CAROLINA CHAPEL HILL,False,1
1064928,1U01CA198910-01,U01CA198910,7040376,Rihe  Liu,False,UNIV OF NORTH CAROLINA CHAPEL HILL,False,2
1065559,1R01DC014281-01A1,R01DC014281,7015843,Jonathan E Peelle,True,WASHINGTON UNIVERSITY,False,0
1066141,1R15GM113155-01,R15GM113155,9812235,Matthew L Becker,False,UNIVERSITY OF AKRON,False,0
1066141,1R15GM113155-01,R15GM113155,7920663,REBECCA K WILLITS,True,UNIVERSITY OF AKRON,False,1
1066234,1T32ES023769-01A1,T32ES023769,7551861,JULIA Green BRODY,False,NORTHEASTERN UNIVERSITY,True,0
1066234,1T32ES023769-01A1,T32ES023769,1911156,Philip M. Brown,True,NORTHEASTERN UNIVERSITY,True,1
1066487,1R01HL124315-01A1,R01HL124315,9567340,Mark Jonathan Niedre,True,NORTHEASTERN UNIVERSITY,True,0
1067056,1R01AG049006-01A1,R01AG049006,11134666,Susanne M Jaeggi,True,UNIVERSITY OF CALIFORNIA-IRVINE,False,0
1095019,1P50ES026049-01,P50ES026049,1911156,Philip M. Brown,True,NORTHEASTERN UNIVERSITY,True,0
1114660,1P50ES026049-01,P50ES026049,9338949,Akram N Alshawabkeh,True,NORTHEASTERN UNIVERSITY,True,0
1116720,2P01DA028555-06A1,P01DA028555,7688935,TATIANA K BRONICH,True,UNIVERSITY OF NEBRASKA MEDICAL CENTER,False,0
1142375,1R01CA200844-01,R01CA200844,1881249,Vladimir P Torchilin,True,NORTHEASTERN UNIVERSITY,True,0
1254703,7R21HS024330-02,R21HS024330,9970625,Lichuan  Ye,True,NORTHEASTERN UNIVERSITY,True,0
1089127,5P01HD075750-02,P01HD075750,1874015,CAROL SUE CARTER PORGES,True,NORTHEASTERN UNIVERSITY,True,0
1089431,1P01AI118687-01A1,P01AI118687,2419436,Kim  Lewis,True,NORTHEASTERN UNIVERSITY,True,0
1092921,1P01AI118687-01A1,P01AI118687,2419436,Kim  Lewis,True,NORTHEASTERN UNIVERSITY,True,0
1102093,5P01HD075750-02,P01HD075750,1874015,CAROL SUE CARTER PORGES,True,NORTHEASTERN UNIVERSITY,True,0
1134546,1R03HS025024-01,R03HS025024,11475008,BYRON CASEY WALLACE,True,NORTHEASTERN UNIVERSITY,True,0
1136120,1R01CA204443-01,R01CA204443,8876535,Qianqian  Fang,True,NORTHEASTERN UNIVERSITY,True,0
1137452,7R21HL129468-02,R21HL129468,10529584,Harikrishnan  Parameswaran,True,NORTHEASTERN UNIVERSITY,True,0
1137504,1R01DC015309-01,R01DC015309,1877388,Paul Albert Fuchs,False,JOHNS HOPKINS UNIVERSITY,False,0
1137504,1R01DC015309-01,R01DC015309,1865780,RAIMOND Lester WINSLOW,True,JOHNS HOPKINS UNIVERSITY,False,1
1137799,1R01NR016131-01,R01NR016131,7854251,TIMOTHY W. BICKMORE,False,BOSTON MEDICAL CENTER,False,0
1137799,1R01NR016131-01,R01NR016131,8641729,Michael  Paasche-Orlow,True,BOSTON MEDICAL CENTER,False,1
1137951,1R01GM120272-01,R01GM120272,7894575,Alexander R. Ivanov,True,NORTHEASTERN UNIVERSITY,True,0
1138040,1R01HG009186-01,R01HG009186,10207597,Meni  Wanunu,True,NORTHEASTERN UNIVERSITY,True,0
1140669,1R01AI122286-01A1,R01AI122286,1859206,Linden T Hu,False,NORTHEASTERN UNIVERSITY,True,0
1140669,1R01AI122286-01A1,R01AI122286,2419436,Kim  Lewis,True,NORTHEASTERN UNIVERSITY,True,1
1141062,1U01CA193632-01A1,U01CA193632,2201948,Lisa Feldman Barrett,True,NORTHEASTERN UNIVERSITY,True,0
1141907,1P01AI118687-01A1,P01AI118687,2419436,Kim  Lewis,True,NORTHEASTERN UNIVERSITY,True,0
1142321,1R21DE025355-01A1,R21DE025355,8571552,Slava Simon Epstein,True,NORTHEASTERN UNIVERSITY,True,0
1142321,1R21DE025355-01A1,R21DE025355,12451153,Adam Brad Hall,False,NORTHEASTERN UNIVERSITY,True,1
1142985,7R01AR069671-06,R01AR069671,9237959,Andreia M. Ionescu,True,NORTHEASTERN UNIVERSITY,True,0
1143092,1R25EB023929-01,R25EB023929,9499869,Olga  Vitek,True,NORTHEASTERN UNIVERSITY,True,0
1144059,1R43GM117932-01,R43GM117932,7894575,Alexander R. Ivanov,False,"COVARIS, INC.",False,0
1144059,1R43GM117932-01,R43GM117932,9008520,Gregory John Kellogg,True,"COVARIS, INC.",False,1
1145747,1R21EB023025-01,R21EB023025,1966327,Mansoor M. Amiji,False,NORTHEASTERN UNIVERSITY,True,0
1145747,1R21EB023025-01,R21EB023025,9785965,Jonghan  Kim,True,NORTHEASTERN UNIVERSITY,True,1
1145831,1U01CA201777-01,U01CA201777,1860004,MIEN-CHIE  HUNG,False,MASIMO CORPORATION,False,0
1145831,1U01CA201777-01,U01CA201777,8968446,Dmitri  Lapotko,True,MASIMO CORPORATION,False,1
1145831,1U01CA201777-01,U01CA201777,1881249,Vladimir P Torchilin,False,MASIMO CORPORATION,False,2
1146776,1P01HL132825-01,P01HL132825,6488637,ALBERT-LASZLO  BARABASI,True,BRIGHAM AND WOMEN'S HOSPITAL,False,0
1147003,7R21AA023368-02,R21AA023368,7261471,Robert F. Leeman,True,UNIVERSITY OF FLORIDA,False,0
1147748,1R21HD083587-01A1,R21HD083587,7553181,BETH Ellen MOLNAR,True,NORTHEASTERN UNIVERSITY,True,0
1148591,1R01DK109316-01,R01DK109316,10404679,Amy Shirong Lu,True,NORTHEASTERN UNIVERSITY,True,0
1148718,2R01MH111742-06,R01MH111742,11134666,Susanne M Jaeggi,False,NORTHEASTERN UNIVERSITY,True,0
